13.302,0.78125,2.911,-19.953,14.184,8.3558,0.46712,0.27053,4.7041,52.21,0.036423,2.9143e-16,-3.3285e+05,-1193.9,-679.33,-974.64,-1.3357e+05,-64894,-1.0396e+05,-2.1336e+13,-2.8692e+12,-1.0556e+13,65.417,110.12,48.099,449.83,334.82,66.491,1.3256,1.1436,0.50964,1.7641,1.313,0.26075,2.6637,2.0014,0.92006,0.0094318,0.070396,0.02221,0
2.7988,0.78125,1.6785,-30.162,15.529,13.773,0.267,0.19093,3.5595,39.554,0.053392,-6.2016e-17,-2.4696e+05,-848.89,-721.96,-971.4,-1.0071e+05,-84284,-1.1609e+05,-8.6308e+12,-5.1429e+12,-1.3118e+13,44.306,53.41,25.805,28.782,25.701,5.6215,0.33531,0.31685,0.14819,0.11287,0.10079,0.022045,0.56907,0.46371,0.21823,0.036299,0.059596,0.022494,0
5.6953,0.97656,2.7282,-25.307,15.251,12.065,0.45179,0.66879,4.4606,23.269,0.048632,-1.0929e-16,-2.6949e+05,-936.05,-781.77,-1207.2,-1.0298e+05,-83409,-1.4098e+05,-9.9489e+12,-5.4528e+12,-2.4032e+13,47.791,48.724,14.123,73.365,23.422,1.6777,0.53533,0.30248,0.080953,0.28771,0.091853,0.0065791,1.0489,0.43866,0.11304,0.025824,0.04718,0.0089554,0
6.2379,0.78125,3.0514,-23.429,15.051,11.261,0.4883,0.6773,4.648,22.622,0.047469,2.5153e-17,-2.804e+05,-982.99,-759.87,-1104.3,-1.0597e+05,-77562,-1.2491e+05,-1.106e+13,-4.5833e+12,-1.7262e+13,54.286,58.284,22.932,111.77,43.965,7.4396,0.66076,0.41441,0.17047,0.43831,0.17241,0.029175,1.2474,0.62234,0.27787,0.021498,0.051394,0.013383,0
6.1597,1.9531,2.2555,-26.923,15.238,11.512,0.20588,-0.048218,3.1421,25.717,0.051057,7.4593e-17,-2.6368e+05,-905.44,-810.5,-1248.6,-1.032e+05,-92989,-1.4537e+05,-9.664e+12,-7.0256e+12,-2.6426e+13,54.57,46.543,14.314,107.56,23.63,1.8983,0.64819,0.30382,0.086112,0.4218,0.092668,0.0074444,1.2423,0.45146,0.12084,0.029105,0.042172,0.0076187,0
12.578,0.78125,2.2092,-25.918,14.943,8.8968,0.25571,0.34593,3.4344,9.9938,0.047603,-1.4745e-16,-2.7502e+05,-992.59,-607.53,-848.95,-1.1553e+05,-64748,-94792,-1.3276e+13,-2.5553e+12,-7.6463e+12,64.306,103.49,50.095,334.12,222.71,49.032,1.1424,0.93271,0.43764,1.3103,0.87336,0.19228,2.324,1.5821,0.74252,0.020707,0.093184,0.03629,0
19.937,0.78125,2.9326,-25.085,14.571,6.8234,0.1892,-0.070265,3.0103,7.0215,0.034807,-3.1572e-16,-3.2086e+05,-1133.6,-684.08,-1048.9,-1.3259e+05,-74890,-1.219e+05,-1.9963e+13,-3.8479e+12,-1.5616e+13,68.079,88.975,33.137,618.07,272.56,28.891,1.5538,1.0318,0.33594,2.4238,1.0689,0.1133,3.3769,2.0028,0.58594,0.011938,0.069101,0.016617,0
9.339,0.97656,2.7688,-22.134,14.669,9.385,0.47817,-0.62643,4.6241,11.922,0.04436,-3.4174e-16,-2.9726e+05,-1034.4,-817.25,-1057.9,-1.1278e+05,-86202,-1.1971e+05,-1.3182e+13,-6.0877e+12,-1.5188e+13,71.043,61.844,26.391,302.83,82.207,11.128,1.0876,0.56667,0.20849,1.1876,0.32238,0.043638,2.0396,0.94535,0.35472,0.017589,0.041073,0.016044,0
7.1536,1.9531,2.6934,-25.067,15.124,11.023,0.29325,-0.069986,3.7492,8.8818,0.046463,3.7297e-16,-2.7762e+05,-1001.3,-870.51,-1100.1,-1.1091e+05,-93841,-1.2342e+05,-1.2342e+13,-7.6834e+12,-1.6787e+13,48.792,47.223,25.541,99.496,37.465,10.631,0.62342,0.38255,0.20379,0.39018,0.14692,0.041692,1.2394,0.61886,0.33419,0.020014,0.033359,0.013608,0
4.1932,0.78125,2.8743,-17.96,14.354,11.392,0.48293,0.53991,4.692,92.563,0.048368,5.4644e-17,-3.1538e+05,-1109.5,-678.6,-892.14,-1.1407e+05,-59072,-86874,-1.4464e+13,-2.3749e+12,-6.7482e+12,61.44,99.887,57.893,94.324,126.8,44.661,0.607,0.70378,0.41768,0.3699,0.49726,0.17514,0.96199,0.96989,0.58272,0.013114,0.070597,0.030657,0
3.6412,1.5625,2.3781,-25.062,15.214,12.498,0.31227,0.37701,3.7974,100.21,0.06054,9.966e-16,-2.4924e+05,-855.74,-609.74,-844.89,-94234,-62075,-92347,-7.6169e+12,-2.3572e+12,-7.2223e+12,57.076,77.954,40.773,64.131,56.573,14.95,0.50051,0.47009,0.24166,0.25149,0.22185,0.058628,0.82371,0.65199,0.33023,0.03534,0.092384,0.03687,0
4.6753,1.3672,2.7158,-21.221,14.754,11.43,0.37989,0.50997,4.1466,79.272,0.056325,6.0108e-16,-2.772e+05,-946.39,-694.96,-916.39,-1.0018e+05,-66604,-95827,-9.5188e+12,-3.0918e+12,-8.4335e+12,66.029,78.814,41.828,118.09,78.724,21.284,0.67917,0.55454,0.28834,0.46308,0.30872,0.083465,1.1178,0.79798,0.41001,0.024802,0.066226,0.027886,0
4.9035,1.1719,2.8427,-20.222,14.61,11.257,0.42303,0.54031,4.3746,71.475,0.053687,-2.5674e-16,-2.8948e+05,-981.98,-855.11,-1071.4,-1.0343e+05,-85132,-1.1351e+05,-1.0526e+13,-6.2118e+12,-1.383e+13,63.783,58.82,31.596,98.589,48.338,13.722,0.62058,0.43454,0.23152,0.38663,0.18956,0.053811,0.97099,0.6282,0.33302,0.021583,0.035428,0.015217,0
12.322,1.5625,2.545,-15.982,13.72,9.3795,0.64325,-0.075979,5.5546,81.471,0.049198,-9.8706e-16,-3.3097e+05,-1148.9,-1136.4,-1367.9,-1.2234e+05,-1.206e+05,-1.4991e+05,-1.7225e+13,-1.6557e+13,-3.0785e+13,98.537,34.916,18.174,543.51,25.606,5.7876,1.4571,0.31626,0.15036,2.1314,0.10041,0.022696,2.6443,0.48706,0.2247,0.011244,0.011805,0.00478,0
6.0963,1.3672,2.064,-24.747,15.025,11.198,0.51783,0.16951,4.974,64.848,0.059104,-3.6776e-16,-2.5573e+05,-850.16,-692.65,-892.69,-93745,-72128,-97572,-7.4889e+12,-3.6139e+12,-8.5178e+12,73.025,71.9,44.319,148.44,67.523,27.694,0.76148,0.51358,0.32891,0.58213,0.2648,0.10861,1.3078,0.75172,0.48468,0.036119,0.066825,0.030591,0
7.3005,1.3672,2.479,-20.593,14.479,10.353,0.72658,0.59265,5.7854,21.295,0.053607,-1.2906e-15,-2.8894e+05,-976.55,-922.55,-1147.2,-1.0629e+05,-97653,-1.2695e+05,-1.1055e+13,-8.8165e+12,-1.8519e+13,74.487,50.911,27.637,199.92,44.758,12.769,0.88371,0.41814,0.22334,0.78401,0.17552,0.050074,1.574,0.62529,0.33204,0.022045,0.027222,0.011321,0
14.333,1.1719,2.3635,-17.133,13.593,8.6632,0.70113,-0.013484,5.8011,42.472,0.050533,-7.5547e-16,-3.1977e+05,-1099.9,-876.17,-1118.7,-1.2147e+05,-89347,-1.2078e+05,-1.6259e+13,-7.0103e+12,-1.6347e+13,117.14,102.35,46.07,974.78,352.62,65.891,1.9513,1.1736,0.50733,3.8227,1.3828,0.2584,3.5417,1.8794,0.82265,0.013617,0.03263,0.012653,0
12.033,2.9297,2.4346,-18.973,14.036,9.1074,0.4704,0.19947,4.735,40.07,0.050779,-1.7174e-16,-3.0475e+05,-1063.2,-776.87,-1046.3,-1.1773e+05,-75660,-1.1397e+05,-1.4765e+13,-4.4586e+12,-1.3616e+13,98.676,108.63,43.58,600.26,334.24,47.987,1.5313,1.1426,0.43295,2.354,1.3107,0.18818,2.7504,1.8316,0.69244,0.015713,0.048091,0.016786,0
4.7342,4.6875,2.8621,-12.105,13.185,11.003,0.20895,0.061547,3.1646,83.112,0.037978,-2.073e-16,-4.4935e+05,-1653.6,-1257.2,-1564.2,-1.6199e+05,-1.105e+05,-1.5213e+05,-4.3446e+13,-1.5375e+13,-3.6249e+13,62.117,61.482,22.512,135.94,72.743,8.9033,0.72872,0.53306,0.18649,0.53312,0.28526,0.034915,1.1786,0.78605,0.26695,0.0015657,0.0073653,0.0022201,0
3.9372,9.375,3.1959,-14.325,13.597,11.071,0.22035,0.066767,3.2494,68.817,0.035062,4.9179e-16,-4.1458e+05,-1502.6,-1511.7,-1549.9,-1.5092e+05,-1.5209e+05,-1.5682e+05,-3.4269e+13,-3.5016e+13,-3.8167e+13,48.891,22.099,20.153,77.757,9.7253,8.9762,0.55112,0.19491,0.18725,0.30493,0.038138,0.035201,0.89335,0.29449,0.29819,0.0028247,0.0027252,0.0023476,0
6.5996,2.5391,3.1574,-13.775,13.439,10.436,0.25017,0.17277,3.448,49.033,0.033713,-2.5067e-16,-4.2689e+05,-1560,-1351.8,-1595.1,-1.5633e+05,-1.2702e+05,-1.5998e+05,-3.8174e+13,-2.1841e+13,-4.0875e+13,51.928,35.83,16.879,121.52,25.445,5.7405,0.68899,0.31527,0.14975,0.47656,0.099783,0.022512,1.2647,0.47579,0.22627,0.0022569,0.0050892,0.0019677,0
14.748,1.3672,2.9784,-12.472,12.995,8.3615,0.2322,0.15303,3.3245,59.875,0.027636,4.6838e-16,-4.6547e+05,-1702.5,-1465.2,-1684.7,-1.7204e+05,-1.4253e+05,-1.7054e+05,-5.0451e+13,-2.9808e+13,-4.9054e+13,62.364,25.362,14.463,425.13,12.815,5.274,1.2887,0.22374,0.14353,1.6672,0.050257,0.020682,2.6863,0.33463,0.23732,0.0012933,0.0032682,0.0013868,0
5.0769,1.1719,3.0768,-13.683,13.477,10.654,0.2407,0.08938,3.3943,55.27,0.031968,-5.872e-16,-4.2818e+05,-1532.4,-1494.3,-1728.4,-1.516e+05,-1.5232e+05,-1.7993e+05,-3.5265e+13,-3.4714e+13,-5.6022e+13,62.393,19.917,12.65,146.24,9.4734,4.524,0.7558,0.19237,0.13294,0.57347,0.037151,0.017741,1.2494,0.31499,0.23076,0.002514,0.0029174,0.0011692,0
12.56,0.97656,2.7683,-11.958,13.091,9.2347,0.16866,-0.047443,2.8437,20.304,0.031715,-2.073e-16,-4.3754e+05,-1591.5,-1110.4,-1299,-1.6172e+05,-1.0517e+05,-1.2488e+05,-4.1675e+13,-1.2304e+13,-2.029e+13,74.221,56.152,40.746,381.56,114.09,70.665,1.2208,0.66757,0.52539,1.4963,0.4474,0.27712,2.3725,1.2037,1.0177,0.0019958,0.013071,0.0062548,0
16.765,1.3672,2.4566,-10.188,12.304,7.7442,0.21344,-0.029853,3.2002,17.936,0.023225,-7.9797e-17,-5.0647e+05,-1858.4,-1372.4,-1678.3,-1.9536e+05,-1.3373e+05,-1.7349e+05,-7.1001e+13,-2.4582e+13,-5.0572e+13,75.316,50.3,22.816,663.76,141.63,29.823,1.6102,0.7438,0.34132,2.603,0.55541,0.11695,3.1605,1.429,0.66831,0.00070346,0.0046958,0.0014219,0
4.1423,0.97656,3.0554,-13.914,13.504,10.628,0.29517,-0.2905,3.7189,20.398,0.027509,-5.8807e-16,-4.2891e+05,-1589.2,-1363,-1813.2,-1.6231e+05,-1.3727e+05,-1.9324e+05,-4.1917e+13,-2.5721e+13,-6.7787e+13,41.898,24.402,9.071,73.593,11.928,2.4777,0.53617,0.21585,0.098379,0.2886,0.046775,0.0097164,0.92385,0.33363,0.17441,0.002014,0.0048724,0.00083932,0
7.2877,1.5625,2.8147,-12.946,13.366,9.8878,0.23592,-0.40955,3.2639,17.514,0.03131,1.8908e-16,-4.1908e+05,-1559.4,-1088.9,-1467.5,-1.6049e+05,-1.0073e+05,-1.5098e+05,-4.0215e+13,-1.1068e+13,-3.3495e+13,58.244,55.126,19.761,195.44,65.405,8.2667,0.87375,0.50546,0.1797,0.76643,0.25649,0.032418,1.5896,0.80043,0.28606,0.0022621,0.014213,0.0032391,0
2.6322,2.1484,2.3274,-28.322,15.433,13.542,0.16079,-0.061277,2.7754,50.983,0.047297,2.8623e-17,-2.6394e+05,-934.11,-640.5,-912.5,-1.0881e+05,-73269,-1.0462e+05,-1.1083e+13,-3.4491e+12,-1.0009e+13,37.234,60.08,31.272,23.374,22.87,6.9876,0.30217,0.29889,0.16521,0.091662,0.089685,0.027402,0.51804,0.36792,0.20833,0.026021,0.081925,0.028313,0
2.3608,0.78125,1.6734,-29.528,15.561,14.058,0.1779,-0.11344,2.9134,40.852,0.055161,-5.0697e-16,-2.4176e+05,-823.32,-750.05,-1117.8,-95018,-87785,-1.3661e+05,-7.4513e+12,-5.7955e+12,-2.09e+13,44.816,44.606,17.386,24.503,14.732,2.3207,0.30938,0.23989,0.095211,0.09609,0.057773,0.0091007,0.49469,0.3285,0.13011,0.040112,0.053403,0.012696,0
2.6888,3.9063,2.2303,-28.191,15.518,13.921,0.22184,-0.32571,3.1975,31.346,0.054241,-6.0282e-16,-2.4641e+05,-857.14,-857.51,-1042.6,-96525,-99174,-1.2227e+05,-8.0046e+12,-8.4537e+12,-1.5617e+13,45.04,33.175,20.597,29.512,6.5666,2.6212,0.33953,0.16016,0.10119,0.11574,0.025751,0.010279,0.57678,0.18906,0.12084,0.035148,0.035096,0.017032,0
3.7091,2.1484,2.5436,-26.61,15.399,13.146,0.24231,-0.36793,3.3301,30.344,0.051521,5.8981e-17,-2.5716e+05,-902.92,-872.22,-1118.4,-99349,-99072,-1.2944e+05,-8.9318e+12,-8.5808e+12,-1.8772e+13,48.188,32.766,17.569,50.569,7.3851,2.1238,0.44445,0.16985,0.091082,0.19831,0.028961,0.0083285,0.78503,0.21897,0.11581,0.029392,0.033136,0.012666,0
10.01,0.58594,2.9311,-24.364,15.062,9.4618,0.22182,-0.13399,3.252,41.537,0.043066,-4.0332e-16,-2.8659e+05,-1017.6,-651,-870.53,-1.1256e+05,-67176,-96488,-1.2918e+13,-2.9468e+12,-8.1233e+12,58.492,87.665,49.141,231.96,238.89,63.758,0.95189,0.966,0.49905,0.90965,0.93681,0.25003,1.9333,1.844,0.94212,0.018781,0.078633,0.033357,0
1.5503,0.78125,-1.6181,-34.189,15.449,14.035,0.26563,-0.13579,3.5604,59.482,0.053965,2.962e-16,-2.5351e+05,-900.17,-688.66,-907.78,-1.2114e+05,-95853,-1.2594e+05,-1.3239e+13,-6.3456e+12,-1.4429e+13,42.99,63.381,35.873,17.952,29.355,9.3298,0.26481,0.33863,0.1909,0.070401,0.11512,0.036588,0.37048,0.4232,0.23532,0.029709,0.067876,0.028839,0
5.7799,0.39063,2.6382,-28.097,15.25,11.487,0.20738,-0.081586,3.1508,20.233,0.044273,-1.6957e-16,-2.7549e+05,-969.78,-596.16,-766.42,-1.1324e+05,-69655,-89779,-1.2462e+13,-2.9022e+12,-6.1937e+12,45.757,86.276,56.621,83.466,130.23,66.755,0.571,0.71324,0.51065,0.32732,0.51071,0.26178,1.1135,1.2251,0.93371,0.022636,0.097419,0.050095,0
12.189,1.3672,2.4445,-26.821,14.877,8.4053,0.28451,-0.30109,3.6461,33.171,0.038781,-5.1608e-16,-2.9887e+05,-1077.9,-520.37,-732.43,-1.2834e+05,-57455,-85148,-1.7786e+13,-1.7244e+12,-5.3248e+12,56.245,122.44,65.976,310.87,365.97,96.558,1.102,1.1956,0.61415,1.2191,1.4352,0.37866,2.2869,2.1653,1.0874,0.014839,0.13098,0.057209,0
6.5039,1.3672,1.7081,-30.373,15.37,11.654,0.22472,-0.11785,3.2759,23.295,0.050041,-1.8995e-16,-2.5851e+05,-915.53,-603.58,-871.27,-1.1337e+05,-74673,-1.0592e+05,-1.1793e+13,-3.3768e+12,-9.7972e+12,44.783,80.354,37.92,80.411,89.087,19.041,0.56045,0.58991,0.27272,0.31534,0.34936,0.074669,1.1632,1.0043,0.47078,0.02798,0.094633,0.03326,0
5.6683,1.7578,3.2678,-16.858,14.111,10.124,0.19857,0.28836,3.0329,39.903,0.034634,5.5945e-16,-3.6237e+05,-1345.4,-1010.4,-1128.8,-1.3971e+05,-96004,-1.1097e+05,-2.6299e+13,-9.3307e+12,-1.3923e+13,55.916,60.719,40.764,152.02,89.726,36.777,0.7706,0.59203,0.37902,0.59615,0.35187,0.14422,1.3475,0.96105,0.63863,0.0052195,0.019319,0.012165,0
4.0362,1.1719,2.3078,-27.761,15.273,11.998,0.19508,-0.051774,3.0583,39.825,0.047914,3.1962e-16,-2.6919e+05,-941.03,-856.62,-1161,-1.076e+05,-1.0205e+05,-1.3559e+05,-1.0917e+13,-8.9425e+12,-2.1383e+13,50.68,40.98,17.703,73.999,23.005,3.4338,0.53764,0.29977,0.11582,0.29019,0.090217,0.013466,0.95587,0.50284,0.17766,0.025327,0.035219,0.010724,0
6.7032,1.3672,3.5105,-19.882,14.653,10.73,0.23217,-0.16513,3.3219,27.181,0.043723,5.7766e-16,-3.1292e+05,-1111.7,-825.38,-1013.9,-1.1163e+05,-77141,-1.0346e+05,-1.3879e+13,-4.9235e+12,-1.0874e+13,57.998,68.188,36.225,147.79,98.395,19.661,0.75982,0.61996,0.27713,0.57959,0.38586,0.077103,1.399,1.0692,0.43174,0.013003,0.03979,0.019051,0
4.3672,1.3672,3.735,-18.989,14.509,11.411,0.3386,-0.22646,4.006,28.72,0.044192,-8.1359e-16,-3.2888e+05,-1175.1,-1045.2,-1341.8,-1.1587e+05,-1.0101e+05,-1.4128e+05,-1.5804e+13,-1.0685e+13,-2.6824e+13,53.114,43.648,16.061,93.18,36.318,3.9347,0.60331,0.37665,0.12398,0.36541,0.14243,0.01543,1.0323,0.60995,0.19359,0.010151,0.016861,0.0052924,0
5.7116,1.1719,3.6085,-18.77,14.509,10.921,0.20384,-0.15596,3.1124,24.479,0.039809,4.0593e-16,-3.3413e+05,-1220,-1021.8,-1372.4,-1.2402e+05,-96490,-1.4261e+05,-1.8794e+13,-9.5324e+12,-2.7952e+13,51.991,50.53,18.733,131.85,53.183,6.933,0.71766,0.45579,0.16457,0.51706,0.20856,0.027188,1.2936,0.73048,0.26531,0.0085189,0.018471,0.0046965,0
